Date,Forecast,Lower Bound,Upper Bound,Day,Month,Year,DD,GDD,Growth Stage
2021-12-02,13.136933430744769,11.781221277931577,14.49264558355796,2,12,2021,13.14,13.14,Before 2-3 Leaf
2021-12-03,7.592278987563574,6.226809123837121,8.957748851290027,3,12,2021,7.59,20.73,Before 2-3 Leaf
2021-12-04,8.156485058737365,6.787115956941616,9.525854160533116,4,12,2021,8.16,28.89,Before 2-3 Leaf
2021-12-05,12.161175309411798,10.791308004478903,13.531042614344692,5,12,2021,12.16,41.05,Before 2-3 Leaf
2021-12-06,8.633251458102716,7.263121302874698,10.003381613330736,6,12,2021,8.63,49.68,Before 2-3 Leaf
2021-12-07,6.214493815465907,4.844180212018972,7.584807418912843,7,12,2021,6.21,55.89,Before 2-3 Leaf
2021-12-08,8.711053447539053,7.340572115300295,10.08153477977781,8,12,2021,8.71,64.6,Before 2-3 Leaf
2021-12-09,12.692695589648013,11.32205162407709,14.063339555218931,9,12,2021,12.69,77.29,Before 2-3 Leaf
2021-12-10,14.264923395745464,12.894118112071624,15.635728679419302,10,12,2021,14.26,91.55,Before 2-3 Leaf
2021-12-11,13.911895777491091,12.540929584976258,15.282861970005923,11,12,2021,13.91,105.46000000000001,Before 2-3 Leaf
2021-12-12,11.555837873120744,10.184710897306038,12.92696484893545,12,12,2021,11.56,117.02,Before 2-3 Leaf
2021-12-13,16.056941365815398,14.685653656562051,17.428229075068742,13,12,2021,16.06,133.07999999999998,Before 2-3 Leaf
2021-12-14,14.819374596793809,13.447926181617843,16.190823011969773,14,12,2021,14.82,147.9,Before 2-3 Leaf
2021-12-15,14.38607363849528,13.014464538713204,15.757682738277357,15,12,2021,14.39,162.29,Before 2-3 Leaf
2021-12-16,13.51895487683359,12.147185111969844,14.890724641697334,16,12,2021,13.52,175.81,Before 2-3 Leaf
2021-12-17,14.896096228316246,13.524165817386308,16.268026639246184,17,12,2021,14.9,190.71,Before 2-3 Leaf
2021-12-18,16.115009313200684,14.742918275069917,17.487100351331453,18,12,2021,16.12,206.82999999999998,Before 2-3 Leaf
2021-12-19,13.80916393288629,12.43691228637284,15.18141557939974,19,12,2021,13.81,220.64,Before 2-3 Leaf
2021-12-20,12.688367174380035,11.315954938283893,14.060779410476178,20,12,2021,12.69,233.32999999999998,Before 2-3 Leaf
2021-12-21,14.981605129379044,13.609032322490323,16.354177936267764,21,12,2021,14.98,248.31,Before 2-3 Leaf
2021-12-22,9.50256435415955,8.12983099526084,10.87529771305826,22,12,2021,9.5,257.81,Before 2-3 Leaf
2021-12-23,8.990154669914594,7.617260777781629,10.363048562047558,23,12,2021,8.99,266.8,Before 2-3 Leaf
2021-12-24,8.87956401803248,7.506509611434337,10.252618424630624,24,12,2021,8.88,275.68,Before 2-3 Leaf
2021-12-25,7.723349711106454,6.350134808805601,9.096564613407308,25,12,2021,7.72,283.4,Before 2-3 Leaf
2021-12-26,14.416514252631002,13.043138873383327,15.789889631878676,26,12,2021,14.42,297.82,Before 2-3 Leaf
2021-12-27,7.779456064317619,6.405920226872434,9.152991901762803,27,12,2021,7.78,305.6,Before 2-3 Leaf
2021-12-28,10.27520895465284,8.901512677752885,11.648905231552794,28,12,2021,10.28,315.88,Before 2-3 Leaf
2021-12-29,9.01925478007089,7.64539808245234,10.39311147768944,29,12,2021,9.02,324.9,Before 2-3 Leaf
2021-12-30,5.809703821286014,4.435686721678481,7.183720920893547,30,12,2021,5.81,330.71,Before 2-3 Leaf
2021-12-31,6.514828637789977,5.1406511549165135,7.88900612066344,31,12,2021,6.51,337.21999999999997,Before 2-3 Leaf
2022-01-01,8.502433323870296,7.1280954764474,9.876771171293193,1,1,2022,8.5,8.5,Before 2-3 Leaf
2022-01-02,6.828963658046167,5.454465464783786,8.203461851308548,2,1,2022,6.83,15.33,Before 2-3 Leaf
2022-01-03,4.792610420601882,3.4179519002034158,6.167268941000349,3,1,2022,4.79,20.12,Before 2-3 Leaf
2022-01-04,4.631481312776682,3.2566624839389866,6.006300141614377,4,1,2022,4.63,24.75,Before 2-3 Leaf
2022-01-05,5.2965165472893965,3.9215374287027895,6.671495665876003,5,1,2022,5.3,30.05,Before 2-3 Leaf
2022-01-06,4.298484376099214,2.9233449864474768,5.673623765750952,6,1,2022,4.3,34.35,Before 2-3 Leaf
2022-01-07,4.000444566871199,2.62514492483158,5.375744208910818,7,1,2022,4.0,38.35,Before 2-3 Leaf
2022-01-08,4.7247033227837925,3.349243447027013,6.100163198540572,8,1,2022,4.72,43.07,Before 2-3 Leaf
2022-01-09,3.4411437099850275,2.0655236191752846,4.816763800794771,9,1,2022,3.44,46.51,Before 2-3 Leaf
2022-01-10,5.272265426755062,3.896485139550032,6.648045713960093,10,1,2022,5.27,51.78,Before 2-3 Leaf
2022-01-11,12.54702388321054,11.17108341826138,13.922964348159695,11,1,2022,12.55,64.33,Before 2-3 Leaf
2022-01-12,16.22058363356609,14.84448300951745,17.59668425761473,12,1,2022,16.22,80.55,Before 2-3 Leaf
2022-01-13,15.227324418713652,13.851063654203667,16.60358518322364,13,1,2022,15.23,95.78,Before 2-3 Leaf
2022-01-14,13.094038449785325,11.717617563445629,14.470459336125025,14,1,2022,13.09,108.87,Before 2-3 Leaf
2022-01-15,11.54646277516198,10.1698817856177,12.92304376470626,15,1,2022,11.55,120.42,Before 2-3 Leaf
2022-01-16,13.20006526948103,11.8233241953508,14.57680634361126,16,1,2022,13.2,133.62,Before 2-3 Leaf
2022-01-17,10.329063231269632,8.95216209116559,11.705964371373677,17,1,2022,10.33,143.95,Before 2-3 Leaf
2022-01-18,12.943975380796749,11.56691419332454,14.321036568268951,18,1,2022,12.94,156.89,Before 2-3 Leaf
2022-01-19,15.17551190248268,13.798290686241472,16.552733118723886,19,1,2022,15.18,172.07,Before 2-3 Leaf
2022-01-20,9.767527429175374,8.390146202757842,11.144908655592904,20,1,2022,9.77,181.84,Before 2-3 Leaf
2022-01-21,8.24255768621791,6.865016468210256,9.620098904225566,21,1,2022,8.24,190.07999999999998,Before 2-3 Leaf
2022-01-22,5.661012045557332,4.283310854539279,7.038713236575385,22,1,2022,5.66,195.74,Before 2-3 Leaf
2022-01-23,5.095967621740988,3.718106476285788,6.473828767196187,23,1,2022,5.1,200.84,Before 2-3 Leaf
2022-01-24,5.210516166371374,3.832495085045814,6.588537247696934,24,1,2022,5.21,206.04999999999998,Before 2-3 Leaf
2022-01-25,5.495860858907619,4.117679860272021,6.874041857543218,25,1,2022,5.5,211.54999999999998,Before 2-3 Leaf
2022-01-26,13.69347311378786,12.315132216396083,15.071814011179637,26,1,2022,13.69,225.24,Before 2-3 Leaf
2022-01-27,14.7777096507694,13.399208873168853,16.15621042836995,27,1,2022,14.78,240.01999999999998,Before 2-3 Leaf
2022-01-28,16.07800362568796,14.699342986419593,17.456664264956327,28,1,2022,16.08,256.1,Before 2-3 Leaf
2022-01-29,14.300917347204802,12.922096864803116,15.679737829606488,29,1,2022,14.3,270.4,Before 2-3 Leaf
2022-01-30,10.549140000437362,9.170159693430415,11.928120307444306,30,1,2022,10.55,280.95,Before 2-3 Leaf
2022-01-31,11.919588699266114,10.540448586175527,13.298728812356702,31,1,2022,11.92,292.87,Before 2-3 Leaf
2022-02-01,11.92664473630446,10.54734483564541,13.305944636963511,1,2,2022,11.93,304.8,Before 2-3 Leaf
2022-02-02,14.646228835606198,13.266769165887428,16.02568850532497,2,2,2022,14.65,319.45,Before 2-3 Leaf
2022-02-03,12.681756450927113,11.302137030650936,14.061375871203287,3,2,2022,12.68,332.13,Before 2-3 Leaf
2022-02-04,13.554351559087246,12.174572406749554,14.934130711424938,4,2,2022,13.55,345.68,Before 2-3 Leaf
2022-02-05,10.386520564803952,9.006581698894207,11.766459430713695,5,2,2022,10.39,356.07,Before 2-3 Leaf
2022-02-06,9.923285894608595,8.543187333609843,11.303384455607349,6,2,2022,9.92,365.99,Before 2-3 Leaf
2022-02-07,7.154425130761483,5.7741668931503565,8.53468336837261,7,2,2022,7.15,373.14,Before 2-3 Leaf
2022-02-08,6.02355463517732,4.643136739424035,7.403972530930604,8,2,2022,6.02,379.15999999999997,Before 2-3 Leaf
2022-02-09,4.934464807628107,3.5538872721964765,6.315042343059737,9,2,2022,4.93,384.09,Before 2-3 Leaf
2022-02-10,4.084327697684531,2.70359054103196,5.465064854337101,10,2,2022,4.08,388.17,Before 2-3 Leaf
2022-02-11,5.029424157601,3.6485273981784943,6.410320917023505,11,2,2022,5.03,393.2,Before 2-3 Leaf
2022-02-12,7.702951441117106,6.321895097369275,9.084007784864935,12,2,2022,7.7,400.9,Before 2-3 Leaf
2022-02-13,11.116595135118931,9.73537922548399,12.497811044753872,13,2,2022,11.12,412.02,Before 2-3 Leaf
2022-02-14,14.389189315299642,13.007813858209415,15.770564772389868,14,2,2022,14.39,426.40999999999997,Before 2-3 Leaf
2022-02-15,14.036199848039042,12.654664861918972,15.417734834159113,15,2,2022,14.04,440.45,Before 2-3 Leaf
2022-02-16,14.088171661830884,12.70647716510003,15.46986615856174,16,2,2022,14.09,454.54,Before 2-3 Leaf
2022-02-17,13.0496070129352,11.667753024006238,14.43146100186416,17,2,2022,13.05,467.59,Before 2-3 Leaf
2022-02-18,10.190465189315322,8.80845172659456,11.572478652036084,18,2,2022,10.19,477.78,Before 2-3 Leaf
2022-02-19,13.576461415746682,12.194288497634052,14.958634333859312,19,2,2022,13.58,491.36,Before 2-3 Leaf
2022-02-20,14.176857639276925,12.794525284165992,15.559189994387854,20,2,2022,14.18,505.54,2-3 Leaf
2022-02-21,13.818832613573042,12.436340839851011,15.20132438729507,21,2,2022,13.82,519.36,2-3 Leaf
2022-02-22,13.034214983719744,11.651563809767456,14.416866157672027,22,2,2022,13.03,532.39,2-3 Leaf
2022-02-23,14.734359181684782,13.351548625876728,16.117169737492837,23,2,2022,14.73,547.12,2-3 Leaf
2022-02-24,13.544983756841468,12.162013837545777,14.92795367613716,24,2,2022,13.54,560.66,2-3 Leaf
2022-02-25,11.26635051592711,9.883221251505564,12.649479780348656,25,2,2022,11.27,571.93,2-3 Leaf
2022-02-26,12.562362095430496,11.179073504238536,13.945650686622455,26,2,2022,12.56,584.49,2-3 Leaf
2022-02-27,13.790876483681934,12.407428584068658,15.174324383295213,27,2,2022,13.79,598.28,2-3 Leaf
2022-02-28,9.1408143029714,7.757207113279565,10.524421492663237,28,2,2022,9.14,607.42,2-3 Leaf
2022-03-01,10.813870664174235,9.430104202740266,12.197637125608203,1,3,2022,10.81,618.23,2-3 Leaf
2022-03-02,10.690584601122817,9.306658886276804,12.074510315968825,2,3,2022,10.69,628.92,2-3 Leaf
2022-03-03,9.780285722087998,8.396200772153714,11.16437067202228,3,3,2022,9.78,638.7,2-3 Leaf
2022-03-04,7.315319360221638,5.931075193516523,8.699563526926754,4,3,2022,7.32,646.02,2-3 Leaf
2022-03-05,10.094939606443766,8.710536241278941,11.479342971608592,5,3,2022,10.09,656.11,Before 1-2 Nodes
2022-03-06,10.89650753942664,9.511944994106912,12.281070084746368,6,3,2022,10.9,667.01,Before 1-2 Nodes
2022-03-07,8.146701645840597,6.761979938664462,9.531423353016732,7,3,2022,8.15,675.16,Before 1-2 Nodes
2022-03-08,9.399103223167824,8.014222372427465,10.783984073908185,8,3,2022,9.4,684.56,Before 1-2 Nodes
2022-03-09,13.178428490086525,11.79338851406782,14.56346846610523,9,3,2022,13.18,697.74,Before 1-2 Nodes
2022-03-10,14.849312911756677,13.464113828739205,16.234511994774145,10,3,2022,14.85,712.59,1-2 Nodes
2022-03-11,11.668466316474186,10.283108144731226,13.053824488217144,11,3,2022,11.67,724.26,1-2 Nodes
2022-03-12,10.784176671075862,9.3986594288744,12.169693913277325,12,3,2022,10.78,735.04,1-2 Nodes
2022-03-13,8.563410350287086,7.177734055887814,9.949086644686355,13,3,2022,8.56,743.6,1-2 Nodes
2022-03-14,13.535070811396691,12.14923548305402,14.920906139739367,14,3,2022,13.54,757.14,1-2 Nodes
2022-03-15,17.49086035997646,16.104866015938505,18.876854704014413,15,3,2022,17.49,774.63,1-2 Nodes
2022-03-16,17.828321167740548,16.442167826249158,19.214474509231938,16,3,2022,17.83,792.46,1-2 Nodes
2022-03-17,14.718883230927515,13.332570910218257,16.10519555163678,17,3,2022,14.72,807.18,1-2 Nodes
2022-03-18,16.30252977826236,14.916058496564522,17.6890010599602,18,3,2022,16.3,823.48,1-2 Nodes
2022-03-19,16.038729400961074,14.652099176497682,17.425359625424466,19,3,2022,16.04,839.52,1-2 Nodes
2022-03-20,17.060112705308203,15.673323556296015,18.44690185432039,20,3,2022,17.06,856.58,Before Boot Stage
2022-03-21,16.242311536374817,14.855363481024328,17.629259591725305,21,3,2022,16.24,872.8199999999999,Before Boot Stage
2022-03-22,14.528835829673133,13.141728886188584,15.915942773157685,22,3,2022,14.53,887.35,Before Boot Stage
2022-03-23,14.895827946502322,13.508562133081693,16.283093759922952,23,3,2022,14.9,902.25,Boot Stage
2022-03-24,13.811151206353587,12.423726541188609,15.198575871518566,24,3,2022,13.81,916.06,Boot Stage
2022-03-25,14.222572831856294,12.83498933313245,15.610156330580136,25,3,2022,14.22,930.28,Boot Stage
2022-03-26,9.78883906533735,8.40109675123388,11.17658137944082,26,3,2022,9.79,940.0699999999999,Boot Stage
2022-03-27,12.009523769632148,10.62162265832205,13.397424880942246,27,3,2022,12.01,952.08,Boot Stage
2022-03-28,15.77976864984829,14.391708759498323,17.167828540198254,28,3,2022,15.78,967.86,Boot Stage
2022-03-29,15.52781719410634,14.139598542877035,16.916035845335642,29,3,2022,15.53,983.39,Boot Stage
2022-03-30,12.741974682342144,11.3535972883878,14.13035207629649,30,3,2022,12.74,996.13,Boot Stage
2022-03-31,11.87177020796128,10.483234089429963,13.260306326492596,31,3,2022,11.87,1008.0,Boot Stage
2022-04-01,16.295178331358393,14.906483506391956,17.68387315632483,1,4,2022,16.3,1024.3,Boot Stage
2022-04-02,13.332808992237345,11.943955478971416,14.72166250550327,2,4,2022,13.33,1037.6299999999999,Boot Stage
2022-04-03,12.42196022871134,11.032948045275337,13.810972412147343,3,4,2022,12.42,1050.05,Before 50% Headed
2022-04-04,13.16585183754324,11.776681002060355,14.555022673026125,4,4,2022,13.17,1063.22,Before 50% Headed
2022-04-05,11.553989816958582,10.164660347545816,12.943319286371349,5,4,2022,11.55,1074.77,Before 50% Headed
2022-04-06,9.395642430677777,8.006154345445912,10.78513051590964,6,4,2022,9.4,1084.17,Before 50% Headed
2022-04-07,12.174545975992244,10.784899293045871,13.56419265893862,7,4,2022,12.17,1096.34,Before 50% Headed
2022-04-08,12.209938973052058,10.82013371048956,13.599744235614557,8,4,2022,12.21,1108.55,Before 50% Headed
2022-04-09,11.4888461681528,10.098882344066372,12.878809992239228,9,4,2022,11.49,1120.04,Before 50% Headed
2022-04-10,8.381033286265122,6.990910918740768,9.771155653789476,10,4,2022,8.38,1128.42,Before 50% Headed
2022-04-11,9.613706404986496,8.22342551210403,11.00398729786896,11,4,2022,9.61,1138.03,Before 50% Headed
2022-04-12,12.946969248287974,11.556529848121029,14.33740864845492,12,4,2022,12.95,1150.98,Before 50% Headed
2022-04-13,12.837521867841785,11.44692397845781,14.22811975722576,13,4,2022,12.84,1163.82,Before 50% Headed
2022-04-14,12.263121752034207,10.872365391494478,13.65387811257394,14,4,2022,12.26,1176.08,Before 50% Headed
2022-04-15,14.025775527274964,12.63486071363458,15.41669034091535,15,4,2022,14.03,1190.11,Before 50% Headed
2022-04-16,14.491480030038352,13.100406781346242,15.88255327873046,16,4,2022,14.49,1204.6,Before 50% Headed
2022-04-17,15.277270865340215,13.886039199639148,16.668502531041284,17,4,2022,15.28,1219.8799999999999,Before 50% Headed
2022-04-18,13.633862185126963,12.242472120453538,15.025252249800388,18,4,2022,13.63,1233.51,Before 50% Headed
2022-04-19,14.294352913857232,12.902804468241891,15.685901359472572,19,4,2022,14.29,1247.8,Before 50% Headed
2022-04-20,15.438278578274105,14.046571769741137,16.829985386807074,20,4,2022,15.44,1263.24,Before 50% Headed
2022-04-21,15.624640462600784,14.23277530916832,17.016505616033246,21,4,2022,15.62,1278.86,Before 50% Headed
2022-04-22,15.76192397091969,14.36990049059972,17.15394745123966,22,4,2022,15.76,1294.62,Before 50% Headed
2022-04-23,17.063487171011396,15.671305381809756,18.455668960213032,23,4,2022,17.06,1311.68,50% Headed
2022-04-24,18.313347395284254,16.921007315200647,19.70568747536786,24,4,2022,18.31,1329.99,50% Headed
2022-04-25,16.639028399337985,15.24653004636597,18.03152675231,25,4,2022,16.64,1346.6299999999999,50% Headed
2022-04-26,15.778879814833909,14.38622320696091,17.171536422706904,26,4,2022,15.78,1362.41,50% Headed
2022-04-27,16.43168399594872,15.038869151156034,17.824498840741406,27,4,2022,16.43,1378.84,50% Headed
2022-04-28,13.967060520607856,12.574087456870648,15.360033584345066,28,4,2022,13.97,1392.81,50% Headed
2022-04-29,12.714389447800835,11.321258183088146,14.107520712513525,29,4,2022,12.71,1405.52,50% Headed
2022-04-30,12.167736725360667,10.77444727763542,13.561026173085915,30,4,2022,12.17,1417.69,50% Headed
2022-05-01,13.46644906152416,12.073001448743158,14.859896674305164,1,5,2022,13.47,1431.16,50% Headed
2022-05-02,13.969642222494464,12.576036462608394,15.363247982380534,2,5,2022,13.97,1445.1299999999999,50% Headed
2022-05-03,16.038521636005086,14.64475774695853,17.43228552505164,3,5,2022,16.04,1461.17,50% Headed
2022-05-04,14.145957805003343,12.752035804734774,15.539879805271912,4,5,2022,14.15,1475.32,50% Headed
2022-05-05,12.603119318011805,11.20903922445359,13.99719941157002,5,5,2022,12.6,1487.92,50% Headed
2022-05-06,11.765514880076816,10.371276711155224,13.159753048998407,6,5,2022,11.77,1499.69,50% Headed
2022-05-07,12.797432962276972,11.403036735912176,14.191829188641767,7,5,2022,12.8,1512.49,50% Headed
2022-05-08,17.564180563750014,16.169626297856095,18.958734829643934,8,5,2022,17.56,1530.05,50% Headed
2022-05-09,17.223164956911493,15.828452669396436,18.61787724442655,9,5,2022,17.22,1547.27,50% Headed
2022-05-10,16.453275034029545,15.058404742795254,17.848145325263836,10,5,2022,16.45,1563.72,Before Pollen Shed
2022-05-11,15.98771050195318,14.592682224895476,17.382738779010882,11,5,2022,15.99,1579.71,Before Pollen Shed
2022-05-12,16.866144317065174,15.4709580720738,18.26133056205655,12,5,2022,16.87,1596.58,Before Pollen Shed
2022-05-13,17.592069852768464,16.196725657727082,18.98741404780985,13,5,2022,17.59,1614.17,Pollen Shed
2022-05-14,14.897075021075896,13.501572893862097,16.292577148289695,14,5,2022,14.9,1629.07,Pollen Shed
2022-05-15,16.783748903728654,15.388088862213964,18.179408945243345,15,5,2022,16.78,1645.85,Pollen Shed
2022-05-16,18.421133102080603,17.02531516413048,19.816951040030727,16,5,2022,18.42,1664.27,Pollen Shed
2022-05-17,16.914900053012992,15.518924236486829,18.31087586953916,17,5,2022,16.91,1681.18,Pollen Shed
2022-05-18,16.39315962818307,14.997025950934203,17.789293305431936,18,5,2022,16.39,1697.57,Pollen Shed
2022-05-19,16.710797455768677,15.314505935644393,18.107088975892964,19,5,2022,16.71,1714.28,Pollen Shed
2022-05-20,16.031952134529913,14.635502789371436,17.42840147968839,20,5,2022,16.03,1730.31,Pollen Shed
2022-05-21,16.768223254773837,15.371616102416349,18.164830407131323,21,5,2022,16.77,1747.08,Pollen Shed
2022-05-22,15.394881105668588,13.998116163941226,16.79164604739595,22,5,2022,15.39,1762.47,Before Swathing
2022-05-23,15.006438125275132,13.60951541200099,16.403360838549276,23,5,2022,15.01,1777.48,Before Swathing
2022-05-24,15.736444050755258,14.33936358375139,17.133524517759124,24,5,2022,15.74,1793.22,Before Swathing
2022-05-25,15.981773371244124,14.584535168321556,17.379011574166693,25,5,2022,15.98,1809.2,Before Swathing
2022-05-26,17.49480454634713,16.097408625310845,18.89220046738341,26,5,2022,17.49,1826.69,Before Swathing
2022-05-27,16.462663218603453,15.065109597252416,17.86021683995449,27,5,2022,16.46,1843.15,Before Swathing
2022-05-28,17.9393073492109,16.54159604533805,19.33701865308375,28,5,2022,17.94,1861.09,Before Swathing
2022-05-29,19.234660754570204,17.836791785962454,20.632529723177957,29,5,2022,19.23,1880.32,Before Swathing
2022-05-30,20.353310219963543,18.955283604401792,21.751336835525294,30,5,2022,20.35,1900.67,Before Swathing
2022-05-31,20.41980347427946,19.021619229538587,21.81798771902033,31,5,2022,20.42,1921.09,Before Swathing
2022-06-01,23.44419315790468,22.04585130175356,24.842535014055795,1,6,2022,23.44,1944.53,Before Swathing
2022-06-02,22.10544402770145,20.70694457790296,23.50394347749995,2,6,2022,22.11,1966.64,Before Swathing
2022-06-03,19.29843635746045,17.899779331771427,20.697093383149465,3,6,2022,19.3,1985.94,Before Swathing
